Code,Category,Group,Activity Name,Arabic Name,Third Party,When,Notes
4653.02,Wholesale and Retail,465,Lawn mowers however operated,آلات قص الُعشب بغض النظر عن طريقة تشغيلها,N/A,N/A,
4659,Wholesale and Retail,465,Wholesale of other machinery and equipment,بيع الآلات والمعدات الأخرى بالجملة,N/A,N/A,
4659.01,Wholesale and Retail,465,"Wholesale of office machinery and equipment, except computers and computerperipheral equipment",بيع الأثاث والمعدات المكتبية بالجملة، فيما عدا الحواسيب والمعدات الطرفية للحواسيب,N/A,N/A,
4659.02,Wholesale and Retail,465,Wholesale of office furniture,بيع الأثاث المكتبي بالجملة,N/A,N/A,
4659.03,Wholesale and Retail,465,"Wholesale of transport equipment except motor vehicles, motorcycles and bicycles",بيع معدات النقل بالجملة، فيما عدا المركبات ذات المحركات والدراجات النارية والدراجات العادية,N/A,N/A,
4659.04,Wholesale and Retail,465,Wholesale of production-line robots,بيع روبوت خط الإنتاج بالجملة,N/A,N/A,
4659.05,Wholesale and Retail,465,Wholesale of wires and switches and other installation equipment for industrial use,بيع الأسلاك والقواطع ومعدات التركيب الأخرى للاستخدام الصناعي بالجملة,N/A,N/A,
4659.06,Wholesale and Retail,465,"Wholesale of other electrical material such as electrical motors, transformers",بيع المواد الكهربائية الأخرى بالجملة، مثل المحركات الكهربائية والمحولات,Telecommunications and Digital Government Regulatory Authority (TDRA),POST,
4659.07,Wholesale and Retail,465,Wholesale of machine tools of any type and for any material,بيع أدوات الورش من أي نوع وأي مواد بالجملة,N/A,N/A,
4659.08,Wholesale and Retail,465,"Wholesale of other machinery n.e.c. for use in industry, trade and navigation and other services",بيع الآلات الأخرى غير المصنفة في موضع آخر بالجملة، لاستخدام الصناعة أو التجارة أو الملاحة أو الخدمات الأخرى,N/A,N/A,
4659.09,Wholesale and Retail,465,Wholesale of computer-controlled machine tools,بيع أدوات الورش التي تدار بالحاسوب بالجملة,N/A,N/A,
4659.1,Wholesale and Retail,465,Wholesale of computer-controlled machinery for the textile industry and of computer controlled sewing and knitting machines,بيع الآلات التي تدار بالحاسوب لأغراض صناعة النسيج والحياكة والتطريز بالجملة,N/A,N/A,
4659.11,Wholesale and Retail,465,Wholesale of measuring instruments and equipment,بيع أدوات ومعدات القياس بالجملة,N/A,N/A,
4659.14,Wholesale and Retail,465,Heavy equipment and machinery spare parts trading,تجارة قطع غيار المعدات والآلات الثقيلة,N/A,N/A,
4659.19,Wholesale and Retail,465,"Refrigerators , washing machines & household electrical appliances trading",تجارة الثلاجات والغسالات والاجهزة الكهربائية المنزلية,N/A,N/A,
4659.28,Wholesale and Retail,465,Wholesale of shipment containers trading,تجارة حاويات الشحن - بالجملة,N/A,N/A,
4659.34,Wholesale and Retail,465,Wholesale of false ceiling trading,تجارة الأسقف المستعارة - بالجملة,N/A,N/A,
4659.35,Wholesale and Retail,465,"Wholesale of building sand, pebbles and stones trading",تجارة الرمل والحصى واحجار البناء - بالجملة,N/A,N/A,
4659.36,Wholesale and Retail,465,Wholesale of glass and mirror trading,تجارة الزجاج و المرايا - بالجملة,N/A,N/A,
4659.38,Wholesale and Retail,465,Wire and cable trade - wholesale,تجارة الاسلاك والكابلات - بالجملة,N/A,N/A,
4659.4,Wholesale and Retail,465,Wholesale of décor and partition material trading,جارة مواد الديكور و الفواصل - بالجملة,N/A,N/A,
4659.46,Wholesale and Retail,465,"Wholesale of accessories and supplies animals, birds",تجارة إكسسوارات ولوازم الحيونات والطيور - بالجملة,N/A,N/A,
4659.52,Wholesale and Retail,465,Wholesale of cosmetics equipment and tools,تجارة معدات وأدوات التجميل -  بالجملة,N/A,N/A,
4659.56,Wholesale and Retail,465,Wholesale of spare parts trading of machines and motors,تجارة قطع غيار المكائن والمحركات - بالجملة,N/A,N/A,
4659.6,Wholesale and Retail,465,Terilization equipment and devices trading,جارة معدات وأجهزة التعقيم,N/A,N/A,
4661.06,Wholesale and Retail,466,Lubricants & grease trading,تجارة الشحوم وزيوت التزليق,N/A,N/A,
4662,Wholesale and Retail,466,Wholesale of metals and metal ores except gold and other precious metals,بيع المعادن وركازات المعادن بالجملة باستثناء الذهب وغيره من المعادن الثمينة,N/A,N/A,
4662.01,Wholesale and Retail,466,Wholesale of ferrous and non-ferrous metal ores,بيع ركازات المعادن الحديدية وغير الحديدية بالجملة,N/A,N/A,
4662.02,Wholesale and Retail,466,Wholesale of ferrous and non-ferrous metals in primary forms,بيع المعادن الحديدية وغير الحديدية بالجملة في شكلها الأولي,N/A,N/A,
4662.03,Wholesale and Retail,466,Wholesale of ferrous and non-ferrous semi-finished metal products n.e.c.,بيع المنتجات المعدنية الحديدية وغير الحديدية شبه المصنعة غير المصنفة في موضع آخر بالجملة,N/A,N/A,
4663,Wholesale and Retail,466,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",بيع مواد البناء والمواد الإنشائية المعدنية ومعدات السباكة والتدفئة ولوازمها بالجملة,N/A,N/A,
4663.01,Wholesale and Retail,466,Wholesale of wood in the rough,بيع الخشب غير المصقول بالجملة,N/A,N/A,
4663.02,Wholesale and Retail,466,Wholesale of products of primary processing of wood,بيع المنتجات الخشبية المعالجة أّوليا بالجملة,N/A,N/A,
4663.03,Wholesale and Retail,466,Wholesale of paint and varnish,بيع الطلاء والورنيش بالجملة,N/A,N/A,
4663.04,Wholesale and Retail,466,"Wholesale of construction materials:• Sand, gravel","بيع مواد البناء بالجملة: 
• الرمال والحصى.",N/A,N/A,
4663.05,Wholesale and Retail,466,Wholesale of wallpaper and floor coverings,بيع أوراق الحائط وكسوة الأرضيات بالجملة,N/A,N/A,
4663.06,Wholesale and Retail,466,Wholesale of flat glass,بيع ألواح الزجاج بالجملة,N/A,N/A,
4663.07,Wholesale and Retail,466,Wholesale of hardware and locks,بيع الأدوات الحديدية والأقفال بالجملة,N/A,N/A,
4663.08,Wholesale and Retail,466,Wholesale of fittings and fixtures,بيع التركيبات والملحقات بالجملة,N/A,N/A,
4663.09,Wholesale and Retail,466,Wholesale of hot water heaters,بيع سخانات المياه بالجملة,N/A,N/A,
4663.1,Wholesale and Retail,466,"Wholesale of sanitary equipment:• Baths, washbasins, toilets and other sanitary porcelain","بيع الأدوات الصحية بالجملة: 
• الحمامات والأحواض والمراحيض وغيرها من الأدوات الصحية الرخامية.",N/A,N/A,
4663.11,Wholesale and Retail,466,"Wholesale of sanitary installation equipment:tubes, pipes, fittings, taps, t-pieces, connections, rubber pipes etc.",بيع التركيبات الصحية بالجملة: الأنابيب وتركيباتها والصنابير وقطع الوصل والأنابيب المطاطية، إلخ,N/A,N/A,
4663.12,Wholesale and Retail,466,"Wholesale of tools such as hammers, saws, screwdrivers and other hand tools",بيع الُعدد بالجملة مثل الشواكيش والمناشير والمفكات و غيرها من الأدوات اليدوية,N/A,N/A,
4663.20,Wholesale and Retail,466,Wholesale of crystal products trading,تجارة منتجات البلور (الكريستال) بالجملة,N/A,N/A,
4663.26,Wholesale and Retail,466,Central ventilators & air filters trading,تجارة معدات التهوية وتنقية الهواء المركزية,N/A,N/A,
4663.29,Wholesale and Retail,466,Engines & machinery spare parts trading,تجارة قطع غيار المكائن والمحركات,N/A,N/A,
4663.31,Wholesale and Retail,466,Printing Equipment & Instruments Trading,تجارة معدات الطباعة ولوازمها,N/A,N/A,
4663.32,Wholesale and Retail,466,Water treatment equipment trading,تجارة معدات معالجة المياه وتنقيتها,N/A,N/A,
4663.36,Wholesale and Retail,466,Construction equipment & machinery trading,تجارة معدات واليات التشييد والبناء,N/A,N/A,
4663.43,Wholesale and Retail,466,Abrasive and minerals trading,تجارة المواد الكاشطة والمعادن,N/A,N/A,
